Language,Japanese,Commentary
plate,プレート,めっきする. 板金. 皿. 金属製食器類. 板. 表札. 図版. 義歯. 2. (野球)ホームプレート
Plato,プラトン,"プラトン(BC427年-),古代ギリシアの哲学者 "
Playa,プラヤ,"プラーヤ. 1チュニジアの乾湖盆地, 2. デスバレーのレース場, 3. アリゾナ･ユタ州の地名ほか多数"
plaza,広場,(スペイン語)(都市の)広場. プラザ. 市場
plead,弁護する,弁護する. 弁論する. 申し立てる. 嘆願する
pleat,プリーツ,にひだをつける. ひだ. プリーツ
plink,ポロンポロンと鳴る,(銃などで練習･遊びとしてを)撃つ. (楽器などを)ポロン･ペンと弾く. (チリン･リンなど)軽く響く音を断続的に立てる
plonk,plonk,どすんと落ちること
plotz,plotz,(俗)驚く. カッとなる. 頭に血が上る. 驚いて卒倒する
pluck,摘む,を引き抜く. (羽を)むしり取る
plumb,垂直,おもり. 垂直の. 鉛錘. の深さを測る. を垂直かどうか調べる. (口)全くの
plume,プルーム,羽を思わせるもの. 羽毛. 羽(飾り). を整える. を羽毛で飾る
plump,ふくよか,どしんと(落ちる). 丸々と太った. ふくらんだ. たくさんの. を太らせる
plunk,plunk,ポンと放り出す. ドシンと腰を据える. (弦楽器を)ポロンとかき鳴らす
plush,豪華な,フラシ天. 豪華な
Pluto,冥王星,"冥王星,プルート(冥界の王)"
poach,侵入する,密猟する. 他人の土地などに侵入する. (人の考えなどを)不正手段で盗む. (卵を)割って熱湯の中でゆでる. (魚などを)ゆでる
point,ポイント,点. 先端. 指さす
poise,ポイズ,安定. 平衡. 落ち着き. の平衡を保つ. 身構える. 浮く
poker,ポーカー,突く人(物). 火かき. 焼き絵用具. (トランプ)ポーカー
pokey,ポー,poky. 牢獄. ブタ箱
polar,極性の,北極の. イオン化した. 正反対の. 中枢の
polio,ポリオ,小児マヒ
polka,ポルカ,ポルカ(の曲)
polyp,ポリープ,ポリープ. ポリプ(サンゴなど群生体を構成する個体)
pombe,ポンベ,"シゾサッカロミセスSchizosaccharomyces pombe. ビール(pombe,スワヒリ語の雑穀ビール)から単離された最初の分裂酵母. (Schizoは分裂. cf. 精神分裂病Schizophrenia)"
ponce,ポンセ,女々しい男. ひも. たかる
pooch,犬,ふくらます. ふくれる. 犬. 雑種犬
poppa,父さん,おじさま. おじさん. おとうさん. とうさん. とうちゃん. パパ
poppy,ケシ,アヘン. ケシ. ケシ色
porch,ポーチ,ベランダ. 玄関. 車寄せ
porgy,鯛,タイ. 鯛(sea bream). タイの類
porno,ポルノ,ポルノの. ポルノ. ポルノ作家
porny,porny,(俗)ポルノ風の
Porto,ポルト市,ポルトガル北部の港湾都市. リスボンに次ぐ都市
poser,難問,難題. 難問 2. 気取り屋. ポーズをとる人
posit,仮定,仮定(する). 肯定的に仮定する. 置く
posse,捜索隊,"(ラテン語)(pάsi)警護団,民兵隊"
potty,おまる,つまらない. とるに足らない. いかれた. ばかげた. (幼児語)おまる
POTUS,アメリカ合衆国の大統領,アメリカ合衆国の大統領. President of the United States
pouch,ポーチ,小袋. 袋. を袋に入れる. ポーチ
pound,ポンド,ポンド. 16 ounce. 453. 6g. 100 pence. (駐車違反車の)留め置き場. (馬の)囲い. ドンドン打つ. つき砕く
pouty,ぽってりした,ふくれた. すぐふくれる
power,パワー,力. 有力な人. (機械などに)動力を供給する
Prada,プラダ,プラダ(ファッションブランド)
prank,いたずら,戯れ. 悪ふざけ. いたずら. 冗談. ふざける. 着飾る
prawn,エビ,クルマエビ. クルマエビを捕える
preen,身づくろい,身づくろいする. くちばしで羽を整える
press,報道する,報道する. 押す. 抱きしめる. 絞る. せがむ. アイロンをかける. 2. 出版物. 新聞界. 徴発
price,価格,値段(をつける). 価値. 相場. 賞金. 代償
prick,刺す,ちくちく痛む. を刺す. に印を付ける. 刺し傷. 刺すこと
pride,プライド,プライド. 誇る. 自尊心. 高慢. うぬぼれ. 横柄. 尊大. 自慢の種. 全盛
prima,プリマ,気難しい女. 主役女性歌手. プリマドンナ. 主なる. 首位の. 第一の
prime,首位の,首位の. 根本的な. 一流の. 最上の. 青春. 全盛. 2. 火薬を詰める. 準備する
primo,プリモ,最高級の
primp,primp,きちんと着飾る. めかす. 整える. 着こなす. 着飾る
print,プリント,に印象を与える. を印刷する. を出版する. 写真を焼き付ける. 影響. 印象. 印刷物
prion,プリオン,"プリオン. タンパク質から成る感染性因子. ウシのウシ海綿状脳症(BSE,狂牛病)や,ヒトのヤコブ病(CJD)等,種々の哺乳類に見られる多くの疾患に関与"
prior,前の,前の. 先の. より重要な. 優先する
prism,プリズム,プリズム. 分光スペクトル. 柱
privy,当事者,内々関与して. 関知して. 2. (特に水洗でない)便所. 屋外便所
prize,賞,賞. . 賞品
probe,査察,"(próʊb). 徹底的な調査. 査察. (=investigation他). 探り針. 試験. 探る. 厳密に調査する (cf. probe. 調査,探査する. prove. 証明する)"
prole,プロレタリア階級の,プロレタリアの(= proletarian)
promo,宣伝広告,宣伝広告. 番組予告. 販売促進)(の手段)
prone,プローン,の傾向がある. のくせがある. しがちな. うつぶせの
prong,突起,"(フォークなどの)とがった先. (フォーク,角などで)刺す,貫く"
proof,証拠,証明. 証拠. 試験. 論証. に耐える. 検査済みの. 保証付きの. 校正刷り
prose,散文,散文的な. 散文. 散文的な文章. 無味乾燥な話し. 平凡. 単調
proto,プロト,prototype原型. 模範
proud,誇りに思う,自尊心のある. 誇る. 誇りとする. 光栄に思う. 自慢している. 高慢な. 尊大な
prove,証明する,"を証明する. とわかる. (cf. probe. 調査,探査する. prove. 証明する)"
Provo,プロボ,プロボ市(ユタ州)
prowl,うろつく,うろつく
proxy,プロキシー,代理(権. 人). 委任状. 代用となるもの
prude,上品ぶる人,きわめて慎み深い女. 慎み深さを装う女. 淑女ぶる女
prune,プルーン,枝を切詰める. 刈り取る. 2. プルーン(西洋スモモ)
psalm,詩編,聖歌. 賛美歌
pshaw,pshaw,ふん. ちぇっ
psych,心理学,心理を読む. 心理的に分析する. 不安にさせる
PTHrP,PTHrP,Parathyroid Hormone-Related Protein甲状腺ホルモン関連タンパク質
pubic,恥骨の,陰部の. 恥骨の
pubis,恥骨,恥骨. 陰部. 陰毛
pudgy,ずんぐりした,ずんぐりした
puffy,腫れぼったい,パッと吹く. 一息の. 息の短い. 膨れた. 誇大な. 思い上がった. ふくれた. 一陣の. あえぐ. 肥満した
pulpy,果肉の,ドロドロの. 果肉の. 果肉状の. 柔軟な. 汁の多い
pulse,パルス,パルス. 脈. 脈拍. 鼓動. 振動. 波動. 脈動. 意向. 脈打つ
punch,パンチ,に穴をあける. を殴る. 一撃. パンチ. 穴開け器. 穿孔機
pupal,蛹(さなぎ)の,蛹(さなぎ)の
pupil,瞳,生徒. 教え子. 弟子. 被後見人. 年少者. 未成年者. 2. 瞳. 瞳孔
puppy,子犬,子犬
puree,ピューレ,(仏語)ピューレ(野菜･肉を煮て裏ごししたスープ)
purge,パージ,浄化. 粛正. 追放. 下剤. (心を)清める. (政党などから人を)追放する. 心を清める. 汚れを取り除く. 粛清する. 嫌疑を晴らす
purse,財布,すぼめる. 富. 財布. がま口. ハンドバック. 金. 資金
pushy,強引,押しの強い
pussy,プッシー,ネコ. 毛のある柔らかいもの
Putin,プーチン,ウラジーミル･プーチン ロシア大統領
putty,パテ,パテでつぐ. パテ
Pygmy,ピグミー,ピグミー族の人(赤道アフリカの森林地帯に住む低身長の原住民). 小人. 一寸法師. 小さなもの.
pylon,パイロン,(古代エジプト寺院の)塔門. (飛行場の)目標塔. パイロン. (高圧線用の)鉄塔. 仮義足
Qaeda,カイーダ,Al-Qaeda アルカイダ(= Al-Qaida)
Qaida,カーイダ,アルカイダ. Al-Qaida→Al-Qaeda
Qatar,カタール,"カタール国 State of Qatar. 中東の国. 首都はドーハ. アラビア半島東部のカタール半島を領土とし,ペルシア湾(アラビア湾)に面し,南はサウジアラビアと接する"
quack,偽医者,いんちきな. いかさまの. 騒音. 偽医者. ほらふき. 2. ガーガー. アヒルが鳴く. アヒルの鳴き声
quail,ウズラ,鳥のうずら. 怖じ気付く. ひるむ
quake,地震,震動する. 揺れる. 震える. 身震いする. 振動する. 地震. earthquake
qualm,良心のとがめ,(kwάːm)良心のとがめ. 不安
quark,クォーク,クオーク(素粒子の構成要素となる粒子)
quart,クォート,クォート(液量の単位)
quash,鎮める,取り消す. 破棄する
quasi,疑似,に準ずる(resembling)
queen,女王,女王として君臨する. 王妃. 女王. 女帝. 皇后
queer,奇妙な,体の調子が悪い. ぶちこわす. 妙な. 奇妙な. 変な. 気分が悪い. 不正の. いかがわしい
quell,鎮める,鎮圧する. 抑えつける. 止める. 鎮める. 抑える
query,疑問,疑問をはさむ. を疑う. を問う. 疑問. 疑い. 質問
quest,クエスト,探求. 探索. クエスト. を探索する
queue,キュー,(主にUK英語. USはline)行列して待つ. 待行列. 列. おさげ髪. 弁髪(jump the queue列に割り込む). (cf. queue. 列. quay波止場. qua資格)
quick,クイック,素早い
quiet,静かな,静かな
quill,クイル,羽(主に羽軸)
quilt,キルト,掛け布団. キルト. キルトを編む
Quinn,クイン,クイン (人名)
quirk,奇癖,いやみ. 癖. 巡り合せ
quite,かなり,全く. すっかり. 完全に. 事実上
quota,クォータ,割当量. 割当
quote,見積もり,を引用する. に値をつける. (価格を)見積る. 引き合いに出す. 引用(句)
quoth,quothが,"言った. (ex. ""Very true,""quoth he. いかにも,と彼は言った)"
Quran,コー,コーラン(イスラム教の聖典. Koranとも綴る)
Qwest,クエスト,クエスト. 社名他
Rabbi,ラビ,ラビ(ユダヤの律法博士)
rabid,狂犬病の,激しい. 過激な. 凶暴な
racer,レーサー,競走者. レーサー. 競走用自転車. 競走馬
races,競馬,競馬
radar,レーダー,レーダー. 電波探知機
radio,ラジオ,ラジオ
radon,ラドン,ラドン(放射性元素). 元素記号Rn
rainy,雨の,雨の. 雨の多い
raise,上げる,を上げる. を育てる. (問題など)を提起する. 賃上げ
Rajah,ラジャ,(サンスクリット語)インドの王様
rally,ラリー,再び集める. 元気づける. 回復(する). 反騰(する). 大会. 集会
Ralph,ラルフ,ラルフ (人名)
ramus,枝,(器官)枝. (鳥)羽枝(うし). 脊椎動物の下顎枝. Ramus(人名)
ranch,ランチ,大牧場. 農場. 農園
Randy,ランディ,人名. (口)セクシーな. 好色な
range,範囲,範囲. 程度. 並び. 列. 山脈. 整列させる. を分類する. 動く. 変動する. 歩き回る. さまよう
rangy,手足が長い,歩き回る
rapid,急速な,速度が速い. 急速な. 早急の. 険しい
rarer,まれ,まれ
rater,評価者,評価者
ratio,比,割合. 比例. 比
ratty,ネズミのような,ねずみのような
Ravel,ラベル,ジョゼフ･モーリス･ラヴェル(Joseph-Maurice Ravel)1875年生. 「スペイン狂詩曲」バレエ音楽「ボレロ」「展覧会の絵」で知られたフランスの作曲家
raven,カラス,ワタリガラス(不吉の兆しとされる). (一般に)カラス属の各種(大ガラスなど).  2. 略奪する
raver,遊び人,羽目をはずして楽しむ人. 好き勝手な生活を送る人. 熱狂的な人. 狂人. 放蕩児. ホモ
rayon,レーヨン,"レーヨン. 絹に似せて作った繊維. 人絹(人造絹糸)や,ステープル･ファイバーからスフと呼ばれていた. Rayonは光線(ray)と綿 (cotton) の合成語"
razor,かみそり,かみそり
reach,達する,に到着する. に手が届く
react,反応する,反応する. 反発する
ready,レディー,用意ができて
realm,レルム,範囲. 領域. 部門. 王国. 国土
rearm,リアーム,再軍備する
rebel,反乱,n. (réb(ə)l). 謀反. 反逆者. v. (rɪbél)謀反を起こす. 調和しない
rebus,判じ絵,判じ物(絵)
rebut,反論する,反論･反駁する
recap,再生タイヤ,recapitulate(要約する)
recur,再発する,再び起こる. 再発する. 思い出される. 繰り返される
redox,レドックス,酸化還元反応
redux,戻ってきた,戻ってきた
reedy,甲高い,アシの 多い. アシのような. アシ笛のような鋭い音の
reeve,リーブ,議長. 執事. 代官. 滑車を通る. にロープを通す. の間を縫って行く. 穴に通して結び付ける. 穴に通す
refer,参照する,(refer to)に言及する. を指示する. を参照する
regal,リーガル,王の
rehab,リハビリテーション,リハビリテーション
reign,支配,支配する. 主権を握る. 在位期間. 治世. 御代. 支配. 統治. 君臨
relax,リラックス,規律を寛大にする. くつろがせえる. をゆるめる. の力を抜く. 努力を控える. くつろぐ
relay,リレー,新材料の供給. 交替者. 新手. 換え馬. リレー
relic,遺物,記念物. 遺物. 遺跡. 遺風. なごり. 面影
remit,付託された権限,怒りを和らげる. を送る. 税を免じる. 軽減する. 支払う
